Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
24,Image,Target_Compound,Example 13-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCCC=1N=CSC1,"2-(((2-(thiazol-4-yl)ethoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",MEDIUM,Check_Stereo_Ambiguity
25,Image,Target_Compound,Example 14-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCCC1=CNC2=CC=CC=C12,"2-(((2-(1H-indol-3-yl)ethoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
25,Image,Target_Compound,Example 15-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCC=1C=NC(=NC1)N,"2-((((2-aminopyrimidin-5-yl)methyl)oxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,Unbalanced_Parens
25,Image,Target_Compound,Example 16-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCC1=NC=CN=C1,"2-(((pyrazin-2-ylmethoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
25,Image,Target_Compound,Example 17-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCC=1C=NC2=CC=CC=C2C1,"2-(((quinolin-3-ylmethoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
26,Image,Target_Compound,Example 18-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCCC1=CC=C(C=C1)B(O)O,"2-(((2-(4-boronophenyl)ethoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
26,Image,Target_Compound,Example 19-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCCNC(CN(C)C)=O,"2-(((2-(2-(dimethylamino)acetamido)ethoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
26,Image,Target_Compound,Example 20-001,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(=O)OCCCN,"2-(((3-aminopropoxy)carbonyl)oxy)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
26,Image,Target_Compound,Example 21-001,,OC(CN(C1=CC=C(C=C1)C1=CC=C(C=C1)N(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCCCCCCCCC,"4,4'-bis(bis(2-hydroxydodecyl)amino)-1,1'-biphenyl",HIGH,OK
27,Image,Target_Compound,Example 25-001,,OC(CN(CCCN(CCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCCCCCCCCC,"1,1,5,9,9-pentakis(2-hydroxydodecyl)-1,5,9-triazanonane",HIGH,OK
28,Image,Target_Compound,Example 26-001,,OC(CN(CCNC(CCC(=O)NCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)=O)CC(CCCCCCCCCC)O)CCCCCCCCCC,"N,N'-bis(2-(bis(2-hydroxydodecyl)amino)ethyl)succinamide",HIGH,OK
28,Image,Target_Compound,Example 27,,OC(CN(C(C(=O)O)CC#C)CCO)CCCCCCCCCC,2-((2-hydroxydodecyl)(2-hydroxyethyl)amino)pent-4-ynoic acid,HIGH,OK
29,Image,Target_Compound,Example 28,,OC(CN1CCNCCCN(CCNCCC1)CC(CCCCCCCCCC)O)CCCCCCCCCC,"1,8-bis(2-hydroxydodecyl)-1,4,8,11-tetraazacyclotetradecane",HIGH,OK
29,Image,Target_Compound,Example 29,,OC(CN1C(CN(C(C1)=O)CC(CCCCCCCCCC)O)=O)CCCCCCCCCC,"1,4-bis(2-hydroxydodecyl)piperazine-2,5-dione",HIGH,OK
29,Image,Target_Compound,Example 30,,OC(CN1CCOCCN(CCOCC1)CC(CCCCCCCCCC)O)CCCCCCCCCC,"1,7-bis(2-hydroxydodecyl)-1,7-diaza-4,10-dioxacyclododecane",HIGH,OK
30,Image,Target_Compound,Example 5-002,,OC(CN(CC(CCCCCCCCCC)O)CC1=NC2=C(N1CC(CCCCCCCCCC)O)C=CC=C2)CCCCCCCCCC,1-(2-((bis(2-hydroxydodecyl)amino)methyl)-1H-benzo[d]imidazol-1-yl)dodecan-2-ol,HIGH,OK
30,Image,Target_Compound,Example 31,,C(CCCCCCCCCC)N1CCN(C2=CC=CC=C12)CCCCCCCCCCC,"1,4-diundecyl-1,2,3,4-tetrahydroquinoxaline",HIGH,OK
30,Image,Target_Compound,Example 32,,OC(CN1C(=NC2=C1C=CC=C2)CNCC(CCCCCCCCCC)O)CCCCCCCCCC,1-(2-hydroxydodecyl)-2-(((2-hydroxydodecyl)amino)methyl)-1H-benzimidazole,HIGH,OK
30,Image,Target_Compound,Example 33,,OC(CN1C(=NC2=C1C=CC=C2)CN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCCCCCCCCC,1-(2-hydroxydodecyl)-2-((bis(2-hydroxydodecyl)amino)methyl)-1H-benzimidazole,HIGH,OK
30,Image,Target_Compound,Example 34,,OC(CN1CCN(CCC1)CC(CCCCCCCCCC)O)CCCCCCCCCC,"1,4-bis(2-hydroxydodecyl)-1,4-diazepane",HIGH,OK
34,Image,Target_Compound,Example 14-002,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(CN1CCN(CC1)CCO)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"3-(4-(2-hydroxyethyl)piperazin-1-yl)propane-1,2-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
35,Image,Target_Compound,Example 15-002,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)CN1CCN(CC1)CCO,"2-((4-(2-hydroxyethyl)piperazin-1-yl)methyl)-2-(((9Z,12Z)-octadeca-9,12-dienoyloxy)methyl)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
36,Image,Target_Compound,Example 17-002,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(CNCCCCCCCCCCC)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"3-(undecylamino)propane-1,2-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
36,Image,Target_Compound,Example 18-002,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(CN(CC1=NC2=C(N1CCCCCCCCCCC)C=CC=C2)C)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"3-(methyl((1-undecyl-1H-benzo[d]imidazol-2-yl)methyl)amino)propane-1,2-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
36,Image,Target_Compound,Example 19-002,,C(CCCCCCCCCC)N(CCC(=O)OCCCCCCCC\C=C/C\C=C/CCCCC)CCC(=O)OCCCCCCCC\C=C/C\C=C/CCCCC,"di((9Z,12Z)-octadeca-9,12-dien-1-yl) 3,3'-(undecylazanediyl)dipropanoate",HIGH,OK
38,Image,Target_Compound,Example 24-002,,C(CCCCCCCCCC)N1C(=NC2=C1C=CC=C2)C(=O)OCCCCCCCCCC,decyl 1-undecyl-1H-benzo[d]imidazole-2-carboxylate,HIGH,OK
38,Image,Target_Compound,Example 25-002,,C(CCCCCCCCC)NC(=O)C1=NC2=C(N1CCCCCCCCCCC)C=CC=C2,N-decyl-1-undecyl-1H-benzo[d]imidazole-2-carboxamide,HIGH,OK
40,Text,Target_Compound,N/A,,C(CCCCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-distearoyl-sn-glycero-3-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,DLPC,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OC[C@@H](OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-dilinoleoyl-sn-glycero-3-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,DMPC,C(CCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-dimyristoyl-sn-glycero-3-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,DOPC,C(CCCCCCC\C=C/CCCCCCCC)(=O)OC[C@@H](OC(CCCCCCC\C=C/CCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-dioleoyl-sn-glycero-3-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,DPPC,C(CCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-dipalmitoyl-sn-glycero-3-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,DUPC,P(=O)(OCC(COC(CCCCCCCCC)=O)OC(CCCCCCCCC)=O)(OCC[N+](C)(C)C)[O-],"1,2-diundecanoyl-sn-glycero-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,POPC,C(CCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCC\C=C/CCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,HIGH,OK
40,Text,Target_Compound,N/A,18:0 Diether PC,C(=CCCCCCCCCCCCCCCCC)OC[C@@H](OC=CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-di-O-octadecenyl-sn-glycero-3-phosphocholine",HIGH,OK
40,Text,Target_Compound,N/A,C16 Lyso PC,C(CCCCCCCCCCCCCCC)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,1-hexadecyl-sn-glycero-3-phosphocholine,HIGH,OK
45,Text,Target_Compound,N/A,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CC12CC3CC(CC(C1)C3)C2)=O)COC(=O)OCCCN(CC)CC,"3-[(1-Adamantanyl)acetoxy]-2-{[3-(diethylamino)propoxycarbonyloxy]methyl}propyl (9Z,12Z)-9,12-octadecadienoate",HIGH,OK
52,Image,Target_Compound,Example 26-002,1-1,C(OCCCN(CC)CC)(OCC12CC3CC(CC(C1)C3)C2)=O,(3-(diethylamino)propyl) ((adamantan-1-yl)methyl) carbonate,HIGH,OK
65,Image,Target_Compound,Claim 7 Structure,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN(CC)CC)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(diethylamino)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
65,Image,Target_Compound,Claim 8 Structure,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN1CCCC1)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(pyrrolidin-1-yl)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
65,Text,Target_Compound,Claim 9,,C(CCCCCCCCCCCCCCCCC)(=O)OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,"1,2-distearoyl-sn-glycero-3-phosphocholine",HIGH,OK
66,Text,Target_Compound,Claim 18,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CC12CC3CC(CC(C1)C3)C2)=O)COC(=O)OCCCN(CC)CC,"3-[(1-Adamantanyl)acetoxy]-2-{[3-(diethylamino)propoxycarbonyloxy]methyl}propyl (9Z,12Z)-9,12-octadecadienoate",HIGH,OK
71,Image,Target_Compound,Claim 1 Structure 1,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN(CC)CC)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(diethylamino)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
71,Image,Target_Compound,Claim 1 Structure 2,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN1CCCC1)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(pyrrolidin-1-yl)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
74,Image,Target_Compound,Claim 25 Structure 1,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN(CC)CC)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(diethylamino)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
74,Image,Target_Compound,Claim 25 Structure 2,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN1CCCC1)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(pyrrolidin-1-yl)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
75,Image,Target_Compound,Page 19 Structure 1,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN(CC)CC)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(diethylamino)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
75,Image,Target_Compound,Page 19 Structure 2,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(=O)OCCCN1CCCC1)OC(CC12CC3CC(CC(C1)C3)C2)=O,"3-{[(3-(pyrrolidin-1-yl)propoxy)carbonyl]oxy}-2-[2-(adamantan-1-yl)acetyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",HIGH,OK
102,Text,Target_Compound,Formula II,(null),C12(CC3CC(CC(C1)C3)C2)CC(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)COC(=O)OCCCN(CC)CC,"3-[(1-Adamantanyl)acetoxy]-2-{[3-(diethylamino)propoxycarbonyloxy]methyl}propyl-(9Z,12Z)-9,12-octadecadienoate",HIGH,OK
