Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
36,"Image, Text",Target_Compound,Example 31,Compound 31,N1C=NC(=C1)CC(=O)NN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(1H-imidazol-4-yl)-N',N'-di((9Z,12Z)-octadeca-9,12-dien-1-yl)acetohydrazide",HIGH,OK
"36,55","Image, Text",Target_Compound,Example 32,,C(CCCCCCC\C=C/C\C=C/CCCCC)N(NCCNC(=N)N)CCCCCCCC\C=C/C\C=C/CCCCC,"1-(2-(2,2-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hydrazinyl)ethyl)guanidine",HIGH,OK
36,"Image, Text",Target_Compound,Example 34,,C(CCCCCCC\C=C/C\C=C/CCCCC)N(OC(CNC(=N)N)=O)CCCCCCCC\C=C/C\C=C/CCCCC,"1-(2-((di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)oxy)-2-oxoethyl)guanidine",HIGH,OK
36,"Image, Text",Target_Compound,Example 35,,N1C=NC(=C1)CC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 2-(1H-imidazol-4-yl)acetate",HIGH,OK
37,"Image, Text",Target_Compound,Example 36,,C(N)(=N)NCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl carbamimidoylglycinate",HIGH,OK
"37,55","Image, Text",Target_Compound,Example 37,,CN(CC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl dimethylglycinate",HIGH,OK
37,"Image, Text",Target_Compound,Example 38,,CN(CCCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 4-(dimethylamino)butanoate",HIGH,OK
37,"Image, Text",Target_Compound,Example 39,,N[C@@H](CC1=CNC=N1)C(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl L-histidinate",HIGH,OK
38,"Image, Text",Target_Compound,Example 42,,CN(CCNN(CCCCCCCC(=O)OCC\C=C/CCCCC)CCCCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 8,8'-(2-(2-(dimethylamino)ethyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
38,"Image, Text",Target_Compound,Example 43,,CN(CCNN(CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)C,"di((Z)-pentadec-9-en-7-yl) 8,8'-(2-(2-(dimethylamino)ethyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
39,"Image, Text",Target_Compound,Example 46,,CN(CCSC(=O)NN(CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)C,"di((Z)-pentadec-9-en-7-yl) 8,8'-(2-(((2-(dimethylamino)ethyl)thio)carbonyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
39,"Image, Text",Target_Compound,Example 47,,CN(CCSC(=O)NN(CCCCCCCC(=O)OC(CCCCCC)CCCCCC)CCCCCCCC(=O)OC(CCCCCC)CCCCCC)C,"di(tridecan-7-yl) 8,8'-(2-(((2-(dimethylamino)ethyl)thio)carbonyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
39,Image,Target_Compound,Example 48,,C(C\C=C/CCCCC)(=O)OCCCCCCCCN(OCCCCCCCCOC(C\C=C/CCCCC)=O)C(=O)SCCN(C)C,8-((((2-(dimethylamino)ethyl)thio)carbonyl)((8-(((Z)-non-3-enoyl)oxy)octyl)oxy)amino)octyl (Z)-non-3-enoate,HIGH,OK
39,Image,Target_Compound,Example 49,Compound 49,CN(CC(=O)OCCN(CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)C,"di((Z)-pentadec-9-en-7-yl) 8,8'-((2-((dimethylglycyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,OK
40,Image,Target_Compound,Example 50,,CN(CCCC(=O)OCCN(CCCCCCCC(=O)OCC\C=C/CCCCC)CCCCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 8,8'-((2-((4-(dimethylamino)butanoyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,OK
40,Image,Target_Compound,Example 51,,C(N)(=N)NCC(=O)OCCN(CCCCCCCC(=O)OCC\C=C/CCCCC)CCCCCCCC(=O)OCC\C=C/CCCCC,"di((Z)-non-3-en-1-yl) 8,8'-((2-((carbamimidoylglycyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,OK
40,Image,Target_Compound,Example 52,,CN(CCCC(=O)OCCN(CCCCCCCC(=O)OC(CCCCCC)CCCCCC)CCCCCCCC(=O)OC(CCCCCC)CCCCCC)C,"di(tridecan-7-yl) 8,8'-((2-((4-(dimethylamino)butanoyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,OK
41,Image,Target_Compound,Example 55,,CN1CCN(CC1)CCCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 4-(4-methylpiperazin-1-yl)butanoate",HIGH,OK
41,Image,Target_Compound,Example 56,,CN(CCCC(=O)NN(CCCCCC(=O)OCC\C=C/CCCCC)CCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 6,6'-(2-(4-(dimethylamino)butanoyl)hydrazine-1,1-diyl)dihexanoate",HIGH,OK
42,Image,Target_Compound,Example 59,,CN(CCCC(=O)NN(CCCCCCOCC\C=C/CCCCC)CCCCCCOCC\C=C/CCCCC)C,"4-(dimethylamino)-N',N'-bis(6-(((Z)-non-3-en-1-yl)oxy)hexyl)butanehydrazide",HIGH,OK
42,Image,Target_Compound,Example 60,,N1(CCCC1)CCCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 4-(pyrrolidin-1-yl)butanoate",HIGH,OK
43,Image,Target_Compound,Example 63,,CN(CCCCOCCN(CCCCCC(=O)OCC\C=C/CCCCC)CCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 6,6'-((2-(4-(dimethylamino)butoxy)ethyl)azanediyl)dihexanoate",HIGH,OK
43,Image,Target_Compound,Example 64,Compound 64,C(CCCCCCC\C=C/C\C=C/CCCCC)N(CCO)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethan-1-ol",HIGH,OK
43,Image,Target_Compound,Example 65,Compound 65,OCCN(CCCCCC(=O)OCC\C=C/CCCCC)CCCCCC(=O)OCC\C=C/CCCCC,"di((Z)-non-3-en-1-yl) 6,6'-((2-hydroxyethyl)azanediyl)dihexanoate",HIGH,OK
60,Text,Target_Compound,Lipid 1,,CN(CCN(NC(CCCCCCC\C=C/C\C=C/CCCCC)=O)C(CCCCCCC\C=C/C\C=C/CCCCC)=O)C,"(9Z,12Z)-N'-(2-(dimethylamino)ethyl)-N'-((9Z,12Z)-octadeca-9,12-dienoyl)octadeca-9,12-dienehydrazide",HIGH,OK
71,Text,Target_Compound,Lipid 56,,CN(CCCC(=O)NN(CCCCCC(=O)OC\C=C/CCCCCC)CCCCCC(=O)OC\C=C/CCCCCC)C,"Di((Z)-non-2-en-1-yl) 6,6'-(2-(4-(dimethylamino)butanoyl)hydrazine-1,1-diyl)dihexanoate",HIGH,OK
75,Text,Target_Compound,Claim 75-003,Example 3,C(CCCCCCC\C=C/C\C=C/CCCCC)N(NCCCCCCCC\C=C/C\C=C/CCCCC)CCCCN1CCCC1,"1-(4-(1,2-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hydrazinyl)butyl)pyrrolidine",HIGH,OK
75,Text,Target_Compound,Claim 75-005,Example 5,CN(CCCC(=O)N(NCCCCCCCC\C=C/CCCCCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"4-(dimethylamino)-N'-((Z)-octadec-9-en-1-yl)-N-((9Z,12Z)-octadeca-9,12-dien-1-yl)butanehydrazide",HIGH,OK
75,Text,Target_Compound,Claim 75-007,Example 7,C(CCCCCCC\C=C/C\C=C/CCCCC)N(NCCCCN1CCCC1)CCCCCCCC\C=C/C\C=C/CCCCC,"1-(4-(2,2-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hydrazinyl)butyl)pyrrolidine",HIGH,OK
75,Text,Target_Compound,Claim 75-010,Example 10,CN(CCCC(=O)NN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"4-(dimethylamino)-N',N'-di((9Z,12Z)-octadeca-9,12-dien-1-yl)butanehydrazide",HIGH,OK
75,Text,Target_Compound,Claim 75-011,Example 11,NC(C(=O)NN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)CCCCN(C)C,"(S)-2-amino-6-(dimethylamino)-N',N'-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hexanehydrazide",HIGH,OK
75,Text,Target_Compound,Claim 75-013,Example 13,N[C@@H](CCCNC(=N)N)C(=O)NN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"1-((S)-4-amino-5-(2,2-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hydrazinyl)-5-oxopentyl)guanidine",HIGH,OK
75,Text,Target_Compound,Claim 75-016,Example 16,CN(CCCC(=O)N(OCCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"4-(dimethylamino)-N-((9Z,12Z)-octadeca-9,12-dien-1-yl)-N-(((9Z,12Z)-octadeca-9,12-dien-1-yl)oxy)butanamide",HIGH,OK
75,Text,Target_Compound,Claim 75-017,Example 17,C(CCCCCCC\C=C/C\C=C/CCCCC)N(NC(CCCN1CCCC1)=O)CCCCCCCC\C=C/C\C=C/CCCCC,"N',N'-di((9Z,12Z)-octadeca-9,12-dien-1-yl)-4-(pyrrolidin-1-yl)butanehydrazide",HIGH,OK
75,Text,Target_Compound,Claim 75-018,Example 18,NC(C(=O)NN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)CC=1N=CNC1,"(S)-2-amino-3-(1H-imidazol-4-yl)-N',N'-di((9Z,12Z)-octadeca-9,12-dien-1-yl)propanehydrazide",HIGH,OK
75,Text,Target_Compound,Claim 75-021,Example 21,CN1CCN(CC1)CCCC(=O)NN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"4-(4-methylpiperazin-1-yl)-N',N'-di((9Z,12Z)-octadeca-9,12-dien-1-yl)butanehydrazide",HIGH,OK
75,Text,Target_Compound,Claim 75-031,,C(CCCCCCC\C=C/C\C=C/CCCCC)N(NCCC=1N=CNC1)CCCCCCCC\C=C/C\C=C/CCCCC,"4-(2-(2,2-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hydrazinyl)ethyl)-1H-imidazole",HIGH,OK
75,Text,Target_Compound,Claim 75-032,Example 32,C(CCCCCCC\C=C/C\C=C/CCCCC)N(NCCNC(=N)N)CCCCCCCC\C=C/C\C=C/CCCCC,"1-(2-(2,2-di((9Z,12Z)-octadeca-9,12-dien-1-yl)hydrazinyl)ethyl)guanidine",HIGH,OK
75,Text,Target_Compound,Claim 75-034,Example 34,C(CCCCCCC\C=C/C\C=C/CCCCC)N(OC(CNC(=N)N)=O)CCCCCCCC\C=C/C\C=C/CCCCC,"1-(2-((di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)oxy)-2-oxoethyl)guanidine",HIGH,OK
75,Text,Target_Compound,Claim 75-035,Example 35,N1C=NC(=C1)CC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 2-(1H-imidazol-4-yl)acetate",HIGH,OK
75,Text,Target_Compound,Claim 75-036,Example 36,C(N)(=N)NCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl carbamimidoylglycinate",HIGH,OK
75,Text,Target_Compound,Claim 75-037,Example 37,CN(CC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl dimethylglycinate",HIGH,OK
75,Text,Target_Compound,Claim 75-038,Example 38,CN(CCCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC)C,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 4-(dimethylamino)butanoate",HIGH,OK
75,Text,Target_Compound,Claim 75-039,Example 39,N[C@@H](CC1=CNC=N1)C(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl L-histidinate",HIGH,OK
75,Text,Target_Compound,Claim 75-042,Example 42,CN(CCNN(CCCCCCCC(=O)OCC\C=C/CCCCC)CCCCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 8,8'-(2-(2-(dimethylamino)ethyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
75,Text,Target_Compound,Claim 75-043,Example 43,CN(CCNN(CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)C,"di((Z)-pentadec-9-en-7-yl) 8,8'-(2-(2-(dimethylamino)ethyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
76,Text,Target_Compound,Claim 77-001,Example 46,CN(CCSC(=O)NN(CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)C,"di((Z)-pentadec-9-en-7-yl) 8,8'-(2-(((2-(dimethylamino)ethyl)thio)carbonyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
76,Text,Target_Compound,Claim 77-002,Example 47,CN(CCSC(=O)NN(CCCCCCCC(=O)OC(CCCCCC)CCCCCC)CCCCCCCC(=O)OC(CCCCCC)CCCCCC)C,"di(tridecan-7-yl) 8,8'-(2-(((2-(dimethylamino)ethyl)thio)carbonyl)hydrazine-1,1-diyl)dioctanoate",HIGH,OK
76,Text,Target_Compound,Claim 77-003,Example 48,C(C\C=C/CCCCC)(=O)OCCCCCCCCN(OCCCCCCCCOC(C\C=C/CCCCC)=O)C(=O)SCCN(C)C,8-((((2-(dimethylamino)ethyl)thio)carbonyl)((8-(((Z)-non-3-enoyl)oxy)octyl)oxy)amino)octyl (Z)-non-3-enoate,HIGH,OK
76,Text,Target_Compound,Claim 77-004,,CN(C)CC(=O)OCCN(CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC)CCCCCCCC(=O)OC(CCCCCC)C\C=C/CCCCC,"di((Z)-pentadec-9-en-7-yl) 8,8'-(2-((dimethylglycyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,Unbalanced_Parens
76,Text,Target_Compound,Claim 77-005,Example 50,CN(CCCC(=O)OCCN(CCCCCCCC(=O)OCC\C=C/CCCCC)CCCCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 8,8'-(2-((4-(dimethylamino)butanoyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,Unbalanced_Parens
76,Text,Target_Compound,Claim 77-006,Example 51,C(N)(=N)NCC(=O)OCCN(CCCCCCCC(=O)OCC\C=C/CCCCC)CCCCCCCC(=O)OCC\C=C/CCCCC,"di((Z)-non-3-en-1-yl) 8,8'-(2-((carbamimidoylglycyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,Unbalanced_Parens
76,Text,Target_Compound,Claim 77-007,Example 52,CN(CCCC(=O)OCCN(CCCCCCCC(=O)OC(CCCCCC)CCCCCC)CCCCCCCC(=O)OC(CCCCCC)CCCCCC)C,"di(tridecan-7-yl) 8,8'-(2-((4-(dimethylamino)butanoyl)oxy)ethyl)azanediyl)dioctanoate",HIGH,Unbalanced_Parens
76,Text,Target_Compound,Claim 77-010,Example 55,CN1CCN(CC1)CCCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 4-(4-methylpiperazin-1-yl)butanoate",HIGH,OK
76,Text,Target_Compound,Claim 77-011,Example 56,CN(CCCC(=O)NN(CCCCCC(=O)OCC\C=C/CCCCC)CCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 6,6'-(2-(4-(dimethylamino)butanoyl)hydrazine-1,1-diyl)dihexanoate",HIGH,OK
76,Text,Target_Compound,Claim 77-014,Example 59,CN(CCCC(=O)NN(CCCCCCOCC\C=C/CCCCC)CCCCCCOCC\C=C/CCCCC)C,"4-(dimethylamino)-N',N'-bis(6-(((Z)-non-3-en-1-yl)oxy)hexyl)butanehydrazide",HIGH,OK
76,Text,Target_Compound,Claim 77-015,Example 60,N1(CCCC1)CCCC(=O)OCCN(CCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCCC\C=C/C\C=C/CCCCC,"2-(di((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)ethyl 4-(pyrrolidin-1-yl)butanoate",HIGH,OK
76,Text,Target_Compound,Claim 77-018,Example 63,CN(CCCCOCCN(CCCCCC(=O)OCC\C=C/CCCCC)CCCCCC(=O)OCC\C=C/CCCCC)C,"di((Z)-non-3-en-1-yl) 6,6'-((2-(4-(dimethylamino)butoxy)ethyl)azanediyl)dihexanoate",HIGH,OK
