DOI,paper_doi,paper_title_x,count_atlas,Publication_PMID,Publication_link,count_lnpdb,lnp_id,ionizable_lipid,peg_lipid,sterol_lipid,helper_lipid,lipid_molar_ratio,particle_size_nm_std,pdi_std,zeta_potential_mv_std,encapsulation_efficiency_percent_std,loading_capacity_std,target_type,nucleic_acid_sequence,peg_lipid_original,ionizable_lipid_original,helper_lipid_original,sterol_lipid_original,ionizable_lipid_smiles,peg_lipid_smiles,sterol_lipid_smiles,helper_lipid_smiles,synthesis_info,bioactivity_profile,paper_title_y,paper_authors,paper_journal,paper_year
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,1,Custom lipid,DMG-PEG2000,cholesterol,DOPE,60:20:19.5:0.5,108.0 ± 2.1,0.19 ± 0.01,'-2.28,92.08 ± 2.5,,mRNA,"firefly_luciferase, cre_recombinase",DMG-PEG2000,(Z)-5-(octadec-9-en-1-ylamino)-5-oxo-4-(piperidin-1-ylamino)pentyl octanoate,DOPE,cholesterol,,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,"synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: dialysis against PBS, 20,000 MWCO; sterilization: ; storage_buffer: PBS at 4°C","cell_line: HeLa, C2C12; animal_model: C57BL/6 mice, ROSAmT/mG reporter mice; administration_route: intramuscular (IM); dose: 0.5 mg/kg mRNA; gene_expression_result: 7.8x higher than MC3 in muscle; biodistribution_result: muscle-specific, lower liver accumulation; toxicity_profile: lower ALT/AST levels than ALC-0315",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,12,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,147.5,0.17,,,,mRNA,firefly_luciferase,DMG-PEG2000,H12,DOPE,cholesterol,CCCCCC(C)CCCC(=O)OCCC(NCCN(C(C)C)C(C)C)C(=O)NCCCCCCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 10.15 (Log2) in vitro, 4.675E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,13,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,135.5,0.02,,,,mRNA,firefly_luciferase,DMG-PEG2000,H13,DOPE,cholesterol,CCCCCC(C)CCC(=O)OCCCC(NCCCCN(CC)CC)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 9.59 (Log2) in vitro, 1.870E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,14,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,128.2,0.12,,,,mRNA,firefly_luciferase,DMG-PEG2000,H14,DOPE,cholesterol,CCCCCCC/C=C/C(=O)OCCCC(NCCCCN(CC)CC)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 7.62 (Log2) in vitro, 1.952E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,15,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,117.5,0.14,,,,mRNA,firefly_luciferase,DMG-PEG2000,H15,DOPE,cholesterol,CCCCCCCC/C=C/CCCCCCC(=O)OCCC(NCCCCN(CC)CC)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 5.58 (Log2) in vitro, 6.916E+05 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,16,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,134.8,0.1,,,,mRNA,firefly_luciferase,DMG-PEG2000,H31,DOPE,cholesterol,CCCCCC(C)CCCC(=O)OCCC(NCCN1CCCCCC1)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 6.30 (Log2) in vitro, 8.059E+05 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,17,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,132.9,0.12,,,,mRNA,firefly_luciferase,DMG-PEG2000,H32,DOPE,cholesterol,CCCCCCC/C=C/C(=O)OCCC(NCCN1CCCCCC1)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 6.21 (Log2) in vitro, 5.577E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,18,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,133.8,0.1,,,,mRNA,firefly_luciferase,DMG-PEG2000,H33,DOPE,cholesterol,CCCCCC(C)CCC(=O)OCCC(NCCN1CCCCCC1)C(=O)NCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 5.87 (Log2) in vitro, 4.46E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,19,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,137.8,0.15,,,,mRNA,firefly_luciferase,DMG-PEG2000,H34,DOPE,cholesterol,CCCCCCCC/C=C/CCCCCCC(=O)OCCC(NCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 1.46 (Log2) in vitro, 6.802E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,20,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,135.5,0.1,,,,mRNA,firefly_luciferase,DMG-PEG2000,H35,DOPE,cholesterol,CCCCCC(C)CCC(=O)OCCCC(NCCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 3.10 (Log2) in vitro, 5.662E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
10.1038/s41467-024-50619-z,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,33,39060305.0,https://www.nature.com/articles/s41467-024-50619-z,2400,21,Custom lipid,DMG-PEG2000,cholesterol,DOPE,35:16:46.5:2.5,139,0.1,,,,mRNA,firefly_luciferase,DMG-PEG2000,H36,DOPE,cholesterol,CCCCCCC/C=C/C(=O)OCCCC(NCCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 3.54 (Log2) in vitro, 1.109E+04 in vivo",AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0
