Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
22,Text,Target_Compound,,DLin-K-MA,C(CCCCCCCC=CCC=CCCCCC)C1(OCC(O1)N1CCOCC1)CCCCCCCCC=CCC=CCCCCC,"2,2-dilinoleyl-4-N-morpholino-[1,3]-dioxolane",HIGH,OK
22,Text,Target_Compound,,DLin-K2-DMA,C(CCCCCCC\C=C/C\C=C/CCCCC)C1(OC(C(O1)CN(C)C)CN(C)C)CCCCCCCC\C=C/C\C=C/CCCCC,"2,2-dilinoleyl-4,5-bis(dimethylaminomethyl)-[1,3]-dioxolane",HIGH,OK
22,Text,Target_Compound,,,O1COCC1.C(CCCCCCC\C=C/C\C=C/CCCCC)C1(NCCN(C1)C)CCCCCCCC\C=C/C\C=C/CCCCC,"2,2-dilinoleyl-4-methylpiperazine-[1,3]-dioxolane",MEDIUM,Check_Stereo_Ambiguity
23,Text,Target_Compound,,DOcarbDAP,C(CCCCCCC\C=C/CCCCCCCC)(=O)OC(C(C)OC(CCCCCCC\C=C/CCCCCCCC)=O)N(C)C,"1,2-N,N'-dioleylcarbamyl-3-dimethylaminopropane",HIGH,OK
23,Text,Target_Compound,,DLin-C-DAP,C(CCCCCCC\C=C/C\C=C/CCCCC)C(C(CN(C)C)CCCCCCCC\C=C/C\C=C/CCCCC)OC(N)=O,"1,2-dilinoleylcarbamoyloxy-3-dimethylaminopropane",HIGH,OK
23,Text,Target_Compound,,DLin-DAC,C(CCCCCCC\C=C/C\C=C/CCCCC)OCC(COC(CN(C)C)=O)OCCCCCCCC\C=C/C\C=C/CCCCC,"1,2-dilinoleyloxy-3-(dimethylamino)acetoxypropane",HIGH,OK
23,Text,Target_Compound,,DLin-MA,C(CCCCCCC\C=C/C\C=C/CCCCC)OCC(CN1CCOCC1)OCCCCCCCC\C=C/C\C=C/CCCCC,"1,2-dilinoleyloxy-3-morpholinopropane",HIGH,OK
23,Text,Target_Compound,,DLinDAP,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)CC(CN(C)C)C(CCCCCCC\C=C/C\C=C/CCCCC)=O,"1,2-dilinoleoyl-3-dimethylaminopropane",HIGH,OK
23,Text,Target_Compound,,DLin-S-DMA,C(CCCCCCC\C=C/C\C=C/CCCCC)SCC(CN(C)C)SCCCCCCCC\C=C/C\C=C/CCCCC,"1,2-dilinoleylthio-3-dimethylaminopropane",HIGH,OK
24,Text,Target_Compound,,DLin-2-DMAP,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)CC(CN(C)C)OCCCCCCCC\C=C/C\C=C/CCCCC,1-linoleoyl-2-linoleyloxy-3-dimethylaminopropane,HIGH,OK
24,Text,Target_Compound,,DLin-TMA.Cl,[Cl-].C(CCCCCCCC=CCC=CCCCCC)OCC(C[N+](C)(C)C)OCCCCCCCCC=CCC=CCCCCC,"1,2-dilinoleyloxy-3-trimethylaminopropane chloride salt",HIGH,OK
24,Text,Target_Compound,,DLin-TAP.Cl,[Cl-].C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)C(C(C[N+](C)(C)C)C(CCCCCCC\C=C/C\C=C/CCCCC)=O)[O-],"1,2-dilinoleoyl-3-trimethylaminopropane chloride salt",HIGH,OK
24,Text,Target_Compound,,DLin-MPZ,C(CCCCCCC\C=C/C\C=C/CCCCC)OCC(CN1CCN(CC1)C)OCCCCCCCC\C=C/C\C=C/CCCCC,"1,2-dilinoleyloxy-3-(N-methylpiperazino)propane",HIGH,OK
24,Text,Target_Compound,,DLinAP,C(CCCCCCC\C=C/C\C=C/CCCCC)N(CCCCCCCC\C=C/C\C=C/CCCCC)CC(CO)O,"3-(N,N-dilinoleylamino)-1,2-propanediol",HIGH,OK
24,Text,Target_Compound,,DOAP,C(CCCCCCC\C=C/CCCCCCCC)N(CCCCCCCC\C=C/CCCCCCCC)CC(CO)O,"3-(N,N-dioleylamino)-1,2-propanediol",HIGH,OK
24,Text,Target_Compound,,DO-C-DAP,C(CCCCCCC\C=C/CCCCCCCC)C(C(CN(C)C)CCCCCCCC\C=C/CCCCCCCC)OC(N)=O,"1,2-dioleylcarbamoyloxy-3-dimethylaminopropane",MEDIUM,Check_Stereo_Ambiguity
24,Text,Target_Compound,,DMDAP,C(CCCCCCC\C=C/CCCC)(=O)CC(CN(C)C)C(CCCCCCC\C=C/CCCC)=O,"1,2-dimyristoleoyl-3-dimethylaminopropane",HIGH,OK
24,Text,Target_Compound,,DOTAP.Cl,[Cl-].C(CCCCCCC\C=C/CCCCCCCC)(=O)CC(C[N+](C)(C)C)C(CCCCCCC\C=C/CCCCCCCC)=O,"1,2-dioleoyl-3-trimethylaminopropane chloride",HIGH,OK
24,Text,Target_Compound,Compound (11),,CN(CCCCCC(=O)OC(CCC\C=C/CCCCC)C(CCC\C=C/CCCCC)CCC\C=C/CCCCC)C,"(6Z,16Z)-12-((Z)-dec-4-enyl)docosa-6,16-dien-11-yl 6-(dimethylamino)hexanoate",MEDIUM,Check_Stereo_Ambiguity
24,Text,Target_Compound,Compound (14),,CN(CCCCC(=O)OC(CCCCCCCCCC)C(CCCCCCCCCC)CCCCCCCCCC)C,12-decyldocosan-11-yl 5-(dimethylamino)pentanoate,HIGH,OK
24,Text,Target_Compound,Compound (53),,CN(CCCCC(=O)OC(CCCCCCCCCC)C(CCC\C=C/CCCCC)CCC\C=C/CCCCC)C,(Z)-12-((Z)-dec-4-enyl)docos-16-en-11-yl 5-(dimethylamino)pentanoate,HIGH,OK
37,Text,Target_Compound,Compound (15),y-DLenDMA,C(CCCCCCC\C=C/C\C=C/C\C=C/CC)(=O)OOC(C(C)OOC(CCCCCCC\C=C/C\C=C/C\C=C/CC)=O)N(C)C,"1,2-di-y-linolenyloxy-N,N-dimethylaminopropane",MEDIUM,Check_Stereo_Ambiguity
37,Text,Target_Compound,DLinDMA,,C(CCCCCCC\C=C/C\C=C/CCCCC)OC(C(C)OCCCCCCCC\C=C/C\C=C/CCCCC)N(C)C,"1,2-dilinoleyloxy-N,N-dimethylaminopropane",HIGH,OK
