Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
41,Image,Target_Compound,CL-49,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCCN(CCC(=O)N)CCOCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(2-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)ethyl)amino)propanamide",HIGH,OK
41,Image,Target_Compound,CL-51,CL-5,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCCN(CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O)C,"((methylazanediyl)bis(ethane-2,1-diyl)) bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
41,Image,Target_Compound,CL-52,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCCCN(CCCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O)C,"((methylazanediyl)bis(propane-3,1-diyl)) bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
41,Image,Target_Compound,CL-54,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCCN(CCCO)CCOCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(2-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)ethyl)amino)propan-1-ol",HIGH,OK
41,Image,Target_Compound,CL-55,,CN1CC(C1)(OCCCCCCCC\C=C/C\C=C/CCCCC)OCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-yloxy)azetidine",HIGH,OK
41,Image,Target_Compound,CL-56,Reference Example B55,CN1CC(C1)(COCCCCCCCC\C=C/C\C=C/CCCCC)COCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(((9Z,12Z)-octadeca-9,12-dien-1-yloxy)methyl)azetidine",HIGH,OK
41,Image,Target_Compound,CL-57,Reference Example B56,CN1CC(C1)(CCOCCCCCCCC\C=C/C\C=C/CCCCC)CCOCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)ethyl)azetidine",HIGH,OK
41,Image,Target_Compound,CL-58,,C(CCCCCCC\C=C/C\C=C/CCCCC)OC1(CN(C1)CCO)OCCCCCCCC\C=C/C\C=C/CCCCC,"2-(3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-yloxy)azetidin-1-yl)ethan-1-ol",HIGH,OK
42,Image,Target_Compound,CL-59,,C(CCCCCCC\C=C/C\C=C/CCCCC)OC1(CN(C1)CCCO)OCCCCCCCC\C=C/C\C=C/CCCCC,"3-(3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-yloxy)azetidin-1-yl)propan-1-ol",HIGH,OK
42,Image,Target_Compound,CL-60,,C(CCCCCCC\C=C/C\C=C/CCCCC)OC1(CN(C1)CCC(=O)N(C)C)OCCCCCCCC\C=C/C\C=C/CCCCC,"3-(3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-yloxy)azetidin-1-yl)-N,N-dimethylpropanamide",HIGH,OK
42,Image,Target_Compound,CL-61,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCCCN(CCO)CCCOCCCCCCCC\C=C/C\C=C/CCCCC,"2-(bis(3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)propyl)amino)ethan-1-ol",HIGH,OK
42,Image,Target_Compound,CL-62,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCCCN(CCCO)CCCOCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)propyl)amino)propan-1-ol",HIGH,OK
42,Image,Target_Compound,CL-63,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCCCN(CC(CO)O)CCCOCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)propyl)amino)propane-1,2-diol",HIGH,OK
42,Image,Target_Compound,CL-64,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCCCN(CC(CO)(O)C)CCCOCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)propyl)amino)-2-methylpropane-1,2-diol",HIGH,OK
42,Image,Target_Compound,CL-65,,C(CCCCCCC\C=C/C\C=C/CCCCC)OCC1(CN(C1)CCO)COCCCCCCCC\C=C/C\C=C/CCCCC,"2-(3,3-bis(((9Z,12Z)-octadeca-9,12-dien-1-yloxy)methyl)azetidin-1-yl)ethan-1-ol",HIGH,OK
42,Image,Target_Compound,CL-66,,C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)SCCN(C)C,"2-((2-(dimethylamino)ethyl)thio)propane-1,3-diyl bis((9Z,12Z)-octadeca-9,12-dienoate)",HIGH,OK
43,Image,Target_Compound,CL-69,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCN(C(CN(C)C)=O)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"N,N-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)-2-(dimethylamino)acetamide",HIGH,OK
43,Image,Target_Compound,CL-73,CL-83,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCN(C(OCCN(C)C)=O)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"2-(dimethylamino)ethyl bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)carbamate",HIGH,OK
43,Image,Target_Compound,CL-74,,CN1CC(C1)(SCCCCCCCC\C=C/C\C=C/CCCCC)SCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",HIGH,OK
43,Image,Target_Compound,CL-75,Example C10,CN1CC(C1)(CSCCCCCCCC\C=C/C\C=C/CCCCC)CSCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(((9Z,12Z)-octadeca-9,12-dien-1-ylthio)methyl)azetidine",HIGH,OK
43,Image,Target_Compound,CL-76,,CN1CC(C1)(CCSCCCCCCCC\C=C/C\C=C/CCCCC)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)azetidine",HIGH,OK
43,Image,Target_Compound,CL-77,,CN1CC(C1)(CCCSCCCCCCCC\C=C/C\C=C/CCCCC)CCCSCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)propyl)azetidine",HIGH,OK
43,Image,Target_Compound,CL-78,,C(CCCCCCC\C=C/C\C=C/CCCCC)OC1(CN(C1)C)SCCCCCCCC\C=C/C\C=C/CCCCC,"3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)-3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)-1-methylazetidine",HIGH,OK
44,Image,Target_Compound,CL-79,,CN1CC(C1)(SCCCCCCCC\C=C/C\C=C/CCCCC)OCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)-3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",MEDIUM,Check_Stereo_Ambiguity
44,Image,Target_Compound,CL-80,Example C15,CN(CC(=O)N1CC(C1)(CSCCCCCCCC\C=C/C\C=C/CCCCC)COCCCCCCCC\C=C/C\C=C/CCCCC)C,"1-(2-(dimethylamino)acetyl)-3-(((9Z,12Z)-octadeca-9,12-dien-1-yloxy)methyl)-3-(((9Z,12Z)-octadeca-9,12-dien-1-ylthio)methyl)azetidine",HIGH,OK
44,Image,Target_Compound,CL-81,Example C14,CN1CC(C1)(CSCCCCCCCC\C=C/C\C=C/CCCCC)COCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3-(((9Z,12Z)-octadeca-9,12-dien-1-yloxy)methyl)-3-(((9Z,12Z)-octadeca-9,12-dien-1-ylthio)methyl)azetidine",HIGH,OK
44,Image,Target_Compound,CL-82,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCCN(CCCO)CCCSCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)propyl)amino)propan-1-ol",HIGH,OK
44,Image,Target_Compound,CL-83,CL-73,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCN(C(OCCN(C)C)=O)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"2-(dimethylamino)ethyl bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)carbamate",HIGH,OK
44,Image,Target_Compound,CL-84,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCN(CCC(=O)N(C)CCN(C)C)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"3-(bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)amino)-N-(2-(dimethylamino)ethyl)-N-methylpropanamide",HIGH,OK
44,Image,Target_Compound,CL-85,,CN(CCC(=O)N(CCSCCCCCCCC\C=C/C\C=C/CCCCC)CCSCCCCCCCC\C=C/C\C=C/CCCCC)C,"3-(dimethylamino)-N,N-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)propanamide",HIGH,OK
44,Image,Target_Compound,CL-86,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCN(C(CCN(C)C)=O)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"N,N-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)-3-(dimethylamino)propanamide",HIGH,OK
45,Image,Target_Compound,CL-89,,C(CCCCCCC\C=C/C\C=C/CCCCC)SC1(CNC1)SCCCCCCCC\C=C/C\C=C/CCCCC,"3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",HIGH,OK
45,Image,Target_Compound,CL-90,Example C23,C(CCCCCCC\C=C/C\C=C/CCCCC)SCC1(CNC1)CSCCCCCCCC\C=C/C\C=C/CCCCC,"3,3-bis(((9Z,12Z)-octadeca-9,12-dien-1-ylthio)methyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-91,,C(C)N1CC(C1)(SCCCCCCCC\C=C/C\C=C/CCCCC)SCCCCCCCC\C=C/C\C=C/CCCCC,"1-ethyl-3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",HIGH,OK
45,Image,Target_Compound,CL-92,,C(C)N1CC(C1)(CSCCCCCCCC\C=C/C\C=C/CCCCC)CSCCCCCCCC\C=C/C\C=C/CCCCC,"1-ethyl-3,3-bis(((9Z,12Z)-octadeca-9,12-dien-1-ylthio)methyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-93,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCC1(CNC1)CCSCCCCCCCC\C=C/C\C=C/CCCCC,"3,3-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-94,,CN1CC(C1)(CCCCSCCCCCCCC\C=C/C\C=C/CCCCC)CCCCSCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(4-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)butyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-95,,CN(CC(=O)N1CC(C1)(SCCCCCCCC\C=C/C\C=C/CCCCC)SCCCCCCCC\C=C/C\C=C/CCCCC)C,"1-(2-(dimethylamino)acetyl)-3,3-bis((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",HIGH,OK
45,Image,Target_Compound,CL-96,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCCC1(CNC1)CCCSCCCCCCCC\C=C/C\C=C/CCCCC,"3,3-bis(3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)propyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-97,,CN1CC(C1)(CCCCCSCCCCCCCC\C=C/C\C=C/CCCCC)CCCCCSCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(5-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)pentyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-98,,CN(CC(=O)N1CC(C1)(CSCCCCCCCC\C=C/C\C=C/CCCCC)CSCCCCCCCC\C=C/C\C=C/CCCCC)C,"1-(2-(dimethylamino)acetyl)-3,3-bis(((9Z,12Z)-octadeca-9,12-dien-1-ylthio)methyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-99,,C(CCCCCCC\C=C/C\C=C/CCCCC)SCCCCC1(CNC1)CCCCSCCCCCCCC\C=C/C\C=C/CCCCC,"3,3-bis(4-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)butyl)azetidine",HIGH,OK
45,Image,Target_Compound,CL-100,,CN1CC(C1)(CCCCCCSCCCCCCCC\C=C/C\C=C/CCCCC)CCCCCCSCCCCCCCC\C=C/C\C=C/CCCCC,"1-methyl-3,3-bis(6-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)hexyl)azetidine",HIGH,OK
46,Image,Target_Compound,CL-101,,CN(CC(=O)N1CC(C1)(CCSCCCCCCCC\C=C/C\C=C/CCCCC)CCSCCCCCCCC\C=C/C\C=C/CCCCC)C,"1-(2-(dimethylamino)acetyl)-3,3-bis(2-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)ethyl)azetidine",HIGH,OK
46,Image,Target_Compound,CL-102,,C(CCCCCCC\C=C/C\C=C/CCCCC)OC1(CNC1)SCCCCCCCC\C=C/C\C=C/CCCCC,"3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)-3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",HIGH,OK
46,Image,Target_Compound,CL-103,,CN(CC(=O)N1CC(C1)(SCCCCCCCC\C=C/C\C=C/CCCCC)OCCCCCCCC\C=C/C\C=C/CCCCC)C,"1-(2-(dimethylamino)acetyl)-3-((9Z,12Z)-octadeca-9,12-dien-1-yloxy)-3-((9Z,12Z)-octadeca-9,12-dien-1-ylthio)azetidine",HIGH,OK
69,Image,Target_Compound,I-1,,[Cl-].C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)OCC[NH+](C)CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"Bis(2-((9Z,12Z)-octadeca-9,12-dienoyloxy)ethyl)methylammonium chloride",HIGH,OK
69,Image,Target_Compound,I-2,,[Cl-].C(CCCCCCC\C=C/CCCCCCCC)(=O)OCC[NH+](C)CCOC(CCCCCCC\C=C/CCCCCCCC)=O,Bis(2-((9Z)-octadec-9-enoyloxy)ethyl)methylammonium chloride,HIGH,OK
69,Image,Target_Compound,I-3,,[Cl-].C(CCCCCCC\C=C/CCCCCC)(=O)OCC[NH+](C)CCOC(CCCCCCC\C=C/CCCCCC)=O,Bis(2-((9Z)-hexadec-9-enoyloxy)ethyl)methylammonium chloride,HIGH,OK
69,Image,Target_Compound,I-4,,[Cl-].C(CCCCCCCCCCCCC)(=O)OCC[NH+](C)CCOC(CCCCCCCCCCCCC)=O,Bis(2-(tetradecanoyloxy)ethyl)methylammonium chloride,HIGH,OK
69,Image,Target_Compound,I-5,,[Cl-].C(CCCCCCC\C=C/C\C=C/C\C=C/CC)(=O)OCC[NH+](C)CCOC(CCCCCCC\C=C/C\C=C/C\C=C/CC)=O,"Bis(2-((9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy)ethyl)methylammonium chloride",MEDIUM,Check_Stereo_Ambiguity
69,Image,Target_Compound,I-6,V''-1,[Cl-].OCC[N+](C)(CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O)CCOC(CCCCCCC\C=C/C\C=C/CCCCC)=O,"2-Hydroxy-N,N-bis(2-((9Z,12Z)-octadeca-9,12-dienoyloxy)ethyl)-N-methylethanaminium chloride",HIGH,OK
69,Image,Target_Compound,I-7,,[Cl-].OCC[N+](CCOC(CCCCCCC\C=C/CCCCCCCC)=O)(CCOC(CCCCCCC\C=C/CCCCCCCC)=O)C,"2-Hydroxy-N-methyl-N,N-bis(2-((9Z)-octadec-9-enoyloxy)ethyl)ethanaminium chloride",HIGH,OK
70,Image,Target_Compound,II-1,,[Cl-].C[N+](CCOCC(COC(CCCCCCC\C=C/C\C=C/CCCCC)=O)OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
70,Image,Target_Compound,II-2,,[Cl-].C[N+](CCOCC(COC(CCCCCCC\C=C/CCCCCCCC)=O)OC(CCCCCCC\C=C/CCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((9Z)-octadec-9-enoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
70,Image,Target_Compound,II-3,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis(tetradecanoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
70,Image,Target_Compound,II-4,,[Cl-].C[N+](CCOCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis(palmitoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
70,Image,Target_Compound,II-5,,[Cl-].C[N+](CCOCC(COC(CCCCCCC\C=C/C\C=C/C\C=C/CC)=O)OC(CCCCCCC\C=C/C\C=C/C\C=C/CC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
71,Image,Target_Compound,II-6,,[Cl-].C[N+](CCOCC(COC(CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)=O)OC(CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)=O)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
71,Image,Target_Compound,II-7,,[Cl-].C[N+](CCOCC(COCCCCCCCC\C=C/C\C=C/CCCCC)OCCCCCCCC\C=C/C\C=C/CCCCC)(C)C,"N,N,N-Trimethyl-2-((2,3-bis((9Z,12Z)-octadeca-9,12-dienyloxy)propyl)oxy)ethanaminium chloride",HIGH,OK
