Source_Page,Extraction_Source,Compound_Type,Example_ID,Chemical_Name,SMILES,IUPAC_EN,Confidence_Level,Data_Quality_Flag
139,Image,Target_Compound,Compound 43,,O=C1N(C=CC(N1)=O)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"di(heptadecan-9-yl) 8,8'-((3-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)propyl)azanediyl)dioctanoate",HIGH,OK
139,Image,Target_Compound,Compound 44,,NC1=NC(N(C=C1)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)=O,"di(heptadecan-9-yl) 8,8'-((3-(4-amino-2-oxopyrimidin-1(2H)-yl)propyl)azanediyl)dioctanoate",HIGH,OK
139,Image,Target_Compound,Compound 45,,NC1=C2N=CN(C2=NC=N1)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"di(heptadecan-9-yl) 8,8'-((3-(6-amino-9H-purin-9-yl)propyl)azanediyl)dioctanoate",HIGH,OK
140,Image,Target_Compound,Compound 46,,NC=1NC(C=2N=CN(C2N1)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)=O,"di(heptadecan-9-yl) 8,8'-((3-(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)propyl)azanediyl)dioctanoate",HIGH,OK
140,Image,Target_Compound,Compound 51,,OCCN(CCCCCCCC(=O)OC(CCCC)CCCCCC)CCCCCCCC(=O)OC(CCCC)CCCCCC,"di(undecan-5-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
140,Image,Target_Compound,Compound 52,,OCCN(CCCCCCCC(=O)OC(CCC)CCCCC)CCCCCCCC(=O)OC(CCC)CCCCC,"di(nonan-4-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Compound 53,,OCCN(CCCCCCCC(=O)OC(CC)CCCC)CCCCCCCC(=O)OC(CC)CCCC,"di(heptan-3-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Compound 54,,OCCN(CCCCCCCC(=O)OC(C)CCC)CCCCCCCC(=O)OC(C)CCC,"di(pentan-2-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Compound 56,,OCCN(CCCCCCCC(=O)OC(CCCCCCCCCCCC)CCCCCCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCCCCCC)CCCCCCCCCCCC,"di(pentacosan-13-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Compound 57,,OCCN(CCCCCCCC(=O)OC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC,"di(nonacosan-15-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Compound 58,,OCCN(CCCCCCCC(=O)OC(CC)CCCCCC)CCCCCCCC(=O)OC(CC)CCCCCC,"di(nonan-3-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Compound 59,,OCCN(CCCCCCCC(=O)OC(CC)CCCCCCCC)CCCCCCCC(=O)OC(CC)CCCCCCCC,"di(undecan-3-yl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
141,Image,Target_Compound,Example 53,Compound 53,OCCN(CCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,pentadecan-7-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
141,Image,Target_Compound,Example 54,Compound 54,OCCN(CCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCC(OC(CCCCCCCC)CCCCCCCC)=O,heptadecan-9-yl 6-((2-hydroxyethyl)(4-oxo-4-(heptadecan-9-yloxy)butyl)amino)hexanoate,HIGH,OK
141,Image,Target_Compound,Example 55,Compound 55,OCCN(CCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OCC1C(C1)CCCCCCCC)=O,pentadecan-7-yl 6-((2-hydroxyethyl)(4-oxo-4-((2-octylcyclopropyl)methoxy)butyl)amino)hexanoate,MEDIUM,Check_Stereo_Ambiguity
141,Image,Target_Compound,Example 56,Compound 56,C(CCCCCCCCCCC)OC(CCCN(CCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCO)=O,pentadecan-7-yl 6-((4-(dodecyloxy)-4-oxobutyl)(2-hydroxyethyl)amino)hexanoate,HIGH,OK
141,Image,Target_Compound,Example 57,Compound 57,OCCN(CCCCCC(=O)OCCCCCCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,dodecyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
141,Image,Target_Compound,Example 58,Compound 58,OCCN(CCCCCC(=O)OC(CCCC)CCCCCC)CCCC(OC(CCCC)CCCCCC)=O,undecan-5-yl 6-((2-hydroxyethyl)(4-oxo-4-(undecan-5-yloxy)butyl)amino)hexanoate,HIGH,OK
141,Image,Target_Compound,Example 59,Compound 59,CCC(CCCC)OC(CCCN(CCCCCC(=O)OC(CC)CCCC)CCO)=O,heptan-3-yl 6-((4-(heptan-3-yloxy)-4-oxobutyl)(2-hydroxyethyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Compound 62,,OCCN(CCCCCCCC(=O)OC1=CC=C(C=C1)CCCCCC)CCCCCCCC(=O)OC1=CC=C(C=C1)CCCCCC,"di(4-hexylphenyl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
142,Image,Target_Compound,Compound 63,,OCCN(CCCCCCCC(=O)OC1=CC(=CC=C1)CCCCCC)CCCCCCCC(=O)OC1=CC(=CC=C1)CCCCCC,"di(3-hexylphenyl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
142,Image,Target_Compound,Compound 64,,OCCN(CCCCCCCC(=O)OC1=CC=C(C=C1)CCCCCCCC)CCCCCCCC(=O)OC1=CC=C(C=C1)CCCCCCCC,"di(4-octylphenyl) 8,8'-((2-hydroxyethyl)azanediyl)dioctanoate",HIGH,OK
142,Image,Target_Compound,Example 60,Compound 60,OCCN(CCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(=O)OCCCCCCCC\C=C/CCCCCCCC,pentadecan-7-yl 6-((2-hydroxyethyl)(4-(((Z)-octadec-9-en-1-yl)oxy)-4-oxobutyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Example 61,Compound 61,OCCN(CCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,(Z)-octadec-9-en-1-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Example 62,Compound 62,OCCN(CCCCCC(=O)OCC1=CC=C(C=C1)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,4-octylbenzyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Example 63,Compound 63,OCCN(CCCCCC(=O)OCC1=CC(=CC=C1)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,3-octylbenzyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Example 64,Compound 64,OCCN(CCCCCC(=O)OC1=CC=C(C=C1)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,4-octylphenyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Example 65,Compound 65,OCCN(CCCCCC(=O)OCC1C(C1)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,(2-octylcyclopropyl)methyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
142,Image,Target_Compound,Example 66,Compound 66,OCCN(CCCCCC(=O)OCC1CCC(CC1)CCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,(4-pentylcyclohexyl)methyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 67,Compound 67,OCCN(CCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OCC1CCC(CC1)CCCCC)=O,pentadecan-7-yl 6-((2-hydroxyethyl)(4-oxo-4-((4-pentylcyclohexyl)methoxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 68,Compound 68,OCCN(CCCCCC(=O)OCC1CCC(CC1)CCCCC)CCCC(OCC1CCC(CC1)CCCCC)=O,(4-pentylcyclohexyl)methyl 6-((2-hydroxyethyl)(4-oxo-4-((4-pentylcyclohexyl)methoxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 70,,OCCN(CCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OC(C)CCCCCCCCCCC)=O,pentadecan-7-yl 6-((2-hydroxyethyl)(4-oxo-4-(tridecan-2-yloxy)butyl)amino)hexanoate,MEDIUM,Check_Stereo_Ambiguity
143,Image,Target_Compound,Example 71,Compound 71,OCCN(CCCCCC(=O)OC(CCCC)CCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,undecan-5-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 72,Compound 72,OCCN(CCCCCC(=O)OC(CC)CCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,heptan-3-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 73,Compound 73,OCCN(CCCCCC(=O)OC(CC)CCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,nonan-3-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 74,Compound 74,OCCN(CCCCCC(=O)OC(CC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,undecan-3-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 75,Compound 75,OCCN(CCCCCC(=O)OC(CC)CCCCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,tridecan-3-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 76,Compound 76,OCCN(CCCCCC(=O)OC(CCCC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,tridecan-5-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
143,Image,Target_Compound,Example 77,Compound 77,OCCN(CCCCCC(=O)OC(CCCC)CCCCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,pentadecan-5-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
144,Image,Target_Compound,Example 78,Compound 78,OCCN(CCCCCC(=O)OC(C)CCCC(C)C)CCCC(OC(CCCCCC)CCCCCCCC)=O,6-methylheptan-2-yl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
144,Image,Target_Compound,Example 79,Compound 79,OCCN(CCCCCC(=O)OC1CCC(CC1)CCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,4-pentylcyclohexyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
144,Image,Target_Compound,Example 80,Compound 80,OCCN(CCCCCC(=O)OC1CCC(CC1)CCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,4-heptylcyclohexyl 6-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)hexanoate,HIGH,OK
145,Image,Target_Compound,Example 84,Compound 84,OCCN(CCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,pentadecan-7-yl 3-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)propanoate,HIGH,OK
145,Image,Target_Compound,Example 85,Compound 85,OCCN(CC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,pentadecan-7-yl 2-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)acetate,HIGH,OK
145,Image,Target_Compound,Example 86,Compound 86,OCCN(CCCCC(=O)OC(CCCCCC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,pentadecan-7-yl 5-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)pentanoate,HIGH,OK
